Product,Seller_ID,Item_Category,Subcategory_1,Subcategory_2,General_Rating,Listing_Date,Purchase_Date
P-6338,B-1655,eyewear,frames,lavish blink full rim rectangle frame 54 mm,2,3/19/19,1/11/21
P-11820,B-3176,eyewear,frames,vinson london full rim oval frame 53 mm,3.1,6/26/20,5/17/21
P-3493,B-907,clothing,women s clothing,fabpoppy printed women s jumpsuit,2.8,4/25/20,8/9/21
P-3679,B-945,automotive,accessories,favourite bikerz 3514 rad air filter ionic air f,3.7,4/19/14,8/11/21
P-3717,B-949,footwear,women s footwear,feet flow women flats,3.2,10/5/18,3/17/21
P-3825,B-984,clothing,women s clothing,fly u slim fit fit women s brown jeans,1.5,10/5/13,3/15/21
P-8775,B-2261,food nutrition,health nutrition,protein supplements,3.6,6/6/15,5/6/21
P-5482,B-3078,footwear,women s footwear,casual shoes,1.2,1/12/12,7/10/21
P-2048,B-3078,footwear,women s footwear,casual shoes,3.4,4/12/12,2/3/21
P-9244,B-3078,footwear,women s footwear,casual shoes,1.4,4/12/12,7/30/21
P-8470,B-3078,footwear,men s footwear,casual shoes,2.3,12/12/12,10/26/21
P-5062,B-3078,footwear,women s footwear,casual shoes,4,1/12/13,
P-8376,B-3078,footwear,women s footwear,casual shoes,2.8,1/12/13,9/25/21
P-12475,B-3078,footwear,women s footwear,casual shoes,1.7,1/12/13,12/7/21
P-9584,B-3078,footwear,women s footwear,casual shoes,1.6,4/12/13,11/13/21
P-2025,B-438,footwear,men s footwear,formal shoes,2.1,5/6/13,1/3/21
P-3737,B-3078,footwear,women s footwear,wedges,3.4,7/1/13,10/13/21
P-2045,B-3078,footwear,women s footwear,flats,1.8,7/1/13,10/3/21
P-1466,B-3078,footwear,women s footwear,flats,2.5,7/1/13,5/21/21
P-9172,B-2356,footwear,men s footwear,casual shoes,1,7/3/13,2/8/21
P-2462,B-593,footwear,kids infant footwear,for boys,2,10/5/13,4/27/21
P-7115,B-3078,footwear,women s footwear,casual shoes,1.7,1/12/14,12/7/21
P-9273,B-3078,footwear,women s footwear,casual shoes,1,1/12/14,11/30/21
P-3627,B-939,footwear,women s footwear,casual shoes,3.8,2/4/14,3/30/21
P-2984,B-3078,footwear,women s footwear,casual shoes,4.4,4/12/14,10/29/21
P-6450,B-1681,footwear,men s footwear,formal shoes,3.7,5/6/14,2/21/21
P-6527,B-3078,footwear,women s footwear,heels,3.8,7/1/14,10/3/21
P-10640,B-3078,footwear,women s footwear,casual shoes,3.2,1/12/15,7/27/21
P-10673,B-3078,footwear,women s footwear,heels,4.9,1/12/15,7/8/21
P-10526,B-3078,footwear,women s footwear,casual shoes,4.8,1/12/15,6/21/21
P-12474,B-3078,footwear,women s footwear,casual shoes,3.4,1/12/15,11/6/21
P-7570,B-3078,footwear,women s footwear,casual shoes,1.9,1/12/15,4/21/21
P-10640,B-3078,footwear,women s footwear,casual shoes,3.2,1/12/15,4/7/21
P-3317,B-857,footwear,kids infant footwear,for boys,4.7,3/3/15,11/10/21
P-5531,B-1470,footwear,men s footwear,sports shoes,3.9,4/4/15,12/20/21
P-2169,B-3078,footwear,women s footwear,casual shoes,5,4/12/15,
P-4168,B-3078,footwear,women s footwear,casual shoes,4.1,4/12/15,6/3/21
P-1971,B-3078,footwear,women s footwear,ballerinas,1.9,6/1/15,6/10/21
P-1661,B-3078,footwear,women s footwear,heels,3.2,6/1/15,3/15/21
P-271,B-3078,footwear,women s footwear,wedges,4.6,7/1/15,3/17/21
P-9236,B-3078,footwear,women s footwear,wedges,3.8,7/1/15,9/28/21
P-9662,B-3078,footwear,women s footwear,casual shoes,3,7/1/15,1/17/21
P-3363,B-871,footwear,men s footwear,sports shoes,4.1,7/6/15,3/25/21
P-7288,B-3078,footwear,women s footwear,wedges,3.1,12/12/15,
P-6718,B-3078,footwear,women s footwear,casual shoes,1.5,4/12/16,7/4/21
P-11393,B-3078,footwear,women s footwear,casual shoes,2.2,4/12/16,6/12/21
P-5919,B-3078,footwear,women s footwear,casual shoes,2.5,4/12/16,4/21/21
P-10672,B-3078,footwear,women s footwear,casual shoes,1.9,4/12/16,2/12/21
P-4269,B-1110,footwear,women s footwear,ballerinas,4.8,5/3/16,6/27/21
P-9406,B-2416,footwear,men s footwear,formal shoes,4.2,5/6/16,4/22/21
P-4915,B-3078,footwear,women s footwear,heels,4.2,7/1/16,7/12/21
P-3488,B-3078,footwear,women s footwear,wedges,1.8,7/1/16,9/12/21
P-1388,B-3078,footwear,women s footwear,flats,3.4,7/1/16,4/3/21
P-11794,B-3171,footwear,men s footwear,casual shoes,2,7/3/16,3/12/21
P-8398,B-3078,footwear,women s footwear,casual shoes,4.1,4/12/17,11/9/21
P-10744,B-2830,footwear,women s footwear,casual shoes,4.1,4/12/17,1/9/21
P-7631,B-2039,footwear,men s footwear,casual shoes,1.8,7/3/17,1/22/21
P-3009,B-772,footwear,women s footwear,heels,3.5,11/6/17,3/31/21
P-5484,B-1459,footwear,men s footwear,slippers flip flops,1.6,12/5/17,8/2/21
P-6772,B-3078,footwear,women s footwear,casual shoes,2.6,12/12/17,6/2/21
P-6157,B-3078,footwear,women s footwear,casual shoes,4.5,1/12/18,2/8/21
P-1814,B-3078,footwear,women s footwear,casual shoes,2.7,1/12/18,
P-10597,B-3078,footwear,women s footwear,casual shoes,3.7,1/12/18,4/20/21
P-6595,B-1736,footwear,women s footwear,casual shoes,1.1,2/4/18,10/23/21
P-12153,B-3078,footwear,women s footwear,casual shoes,1.6,4/12/18,8/10/21
P-3040,B-786,footwear,women s footwear,ballerinas,4.2,5/3/18,1/17/21
P-211,B-3078,footwear,women s footwear,casual shoes,4.8,6/1/18,10/18/21
P-186,B-3078,footwear,women s footwear,wedges,2,7/1/18,3/20/21
P-2955,B-3078,footwear,women s footwear,wedges,3.8,7/1/18,11/26/21
P-10343,B-2737,footwear,men s footwear,casual shoes,1.4,7/3/18,6/30/21
P-7388,B-1986,footwear,women s footwear,sports sandals,2.6,11/3/18,8/14/21
P-3018,B-3078,footwear,men s footwear,casual shoes,4.6,12/12/18,4/15/21
P-2214,B-3078,footwear,women s footwear,flats,3,12/12/18,1/18/21
P-7033,B-3078,footwear,women s footwear,flats,4.3,1/1/19,8/8/21
P-2350,B-3078,footwear,women s footwear,flats,4.7,1/1/19,8/1/21
P-2990,B-3078,footwear,women s footwear,casual shoes,1.2,1/12/19,3/19/21
P-11775,B-3078,footwear,women s footwear,casual shoes,3.1,1/12/19,7/1/21
P-2561,B-3078,footwear,women s footwear,casual shoes,4,1/12/19,1/11/21
P-4487,B-1185,footwear,women s footwear,casual shoes,3.1,3/3/19,8/22/21
P-9999,B-3078,footwear,women s footwear,casual shoes,4.5,4/12/19,12/20/21
P-8397,B-3078,footwear,women s footwear,casual shoes,1.9,4/12/19,6/4/21
P-6264,B-3078,footwear,women s footwear,flats,3.7,6/1/19,10/27/21
P-3861,B-3078,footwear,women s footwear,heels,1.3,6/1/19,6/5/21
P-6406,B-3078,footwear,women s footwear,wedges,4.1,7/1/19,12/14/21
P-4113,B-1062,footwear,men s footwear,casual shoes,1.3,7/3/19,2/3/21
P-7116,B-3078,footwear,women s footwear,flats,2.3,12/12/19,5/31/21
P-10325,B-2731,footwear,kids infant footwear,for boys,1.8,2/4/20,12/17/21
P-1379,B-238,footwear,kids infant footwear,for boys,4,2/4/20,7/26/21
P-7317,B-1958,footwear,kids infant footwear,for boys,3.8,2/6/20,10/26/21
P-1127,B-169,footwear,kids infant footwear,for girls,3.3,5/4/20,1/22/21
P-4568,B-3078,footwear,women s footwear,heels,4,7/1/20,1/12/21
P-7152,B-3078,footwear,women s footwear,wedges,1.8,7/1/20,3/20/21
P-3807,B-979,footwear,kids infant footwear,for boys,4.6,10/5/20,1/24/21
P-8110,B-2141,footwear,women s footwear,heels,1.1,3/13/18,5/10/21
P-9175,B-2358,footwear,kids infant footwear,for girls,1.3,3/14/20,1/29/21
P-425,B-96,footwear,women s footwear,slippers flip flops,1.7,5/16/15,
P-10636,B-2787,footwear,men s footwear,casual shoes,4.3,5/17/19,4/18/21
P-2569,B-645,footwear,kids infant footwear,for boys,3.9,6/17/14,2/13/21
P-3731,B-954,footwear,women s footwear,ballerinas,3.7,6/17/15,8/3/21
P-3862,B-992,footwear,women s footwear,sports sandals,4.6,4/19/18,9/29/21
P-9741,B-3078,footwear,women s footwear,sports shoes,3,12/20/19,
P-10326,B-2731,footwear,women s footwear,heels,3,6/20/17,5/16/21
P-9940,B-2604,footwear,women s footwear,wedges,4.8,6/21/17,11/10/21
P-7503,B-2008,footwear,women s footwear,ballerinas,4,4/23/14,5/12/21
P-5999,B-1574,footwear,women s footwear,ballerinas,1.7,4/23/14,11/7/21
P-7783,B-2068,footwear,women s footwear,ballerinas,4.5,4/23/19,8/23/21
P-5849,B-1526,footwear,women s footwear,heels,3.5,4/24/15,4/5/21
P-2660,B-672,footwear,women s footwear,flats,3.9,4/24/16,7/15/21
P-6337,B-1654,footwear,women s footwear,heels,1.9,4/24/19,1/1/21
P-5847,B-1526,footwear,women s footwear,flats,1.6,4/24/19,8/1/21
P-5848,B-1526,footwear,women s footwear,heels,4.5,4/24/20,9/9/21
P-8869,B-2291,footwear,women s footwear,ballerinas,2.7,6/25/17,11/12/21
P-9636,B-3078,footwear,women s footwear,wedges,2.5,12/29/12,6/5/21
P-3534,B-3078,footwear,women s footwear,wedges,4.6,12/29/12,4/26/21
P-11243,B-3078,footwear,men s footwear,casual shoes,3.1,12/29/12,7/26/21
P-7140,B-3078,footwear,men s footwear,formal shoes,2,12/29/12,2/17/21
P-4165,B-3078,footwear,men s footwear,casual shoes,1.9,12/29/12,11/12/21
P-10654,B-3078,footwear,men s footwear,formal shoes,1.4,12/29/12,8/29/21
P-7026,B-3078,footwear,women s footwear,wedges,4.6,12/29/13,
P-6027,B-3078,footwear,men s footwear,casual shoes,1.3,12/29/13,1/20/21
P-5,B-3078,footwear,women s footwear,wedges,4.6,12/29/13,4/30/21
P-12535,B-3078,footwear,men s footwear,casual shoes,4.9,12/29/13,12/10/21
P-1269,B-3078,footwear,men s footwear,casual shoes,1.8,12/29/13,4/19/21
P-8,B-3078,footwear,men s footwear,formal shoes,2.4,12/29/13,12/1/21
P-4258,B-3078,footwear,men s footwear,casual shoes,2.2,12/29/14,6/22/21
P-3637,B-3078,footwear,men s footwear,casual shoes,3.6,12/29/14,3/24/21
P-3522,B-3078,footwear,men s footwear,formal shoes,2.5,12/29/14,6/7/21
P-12526,B-3078,footwear,men s footwear,casual shoes,3.3,12/29/14,6/22/21
P-2253,B-3078,footwear,women s footwear,wedges,1.9,12/29/15,
P-2996,B-3078,footwear,women s footwear,wedges,3.1,12/29/16,9/20/21
P-2425,B-3078,footwear,women s footwear,wedges,3.5,12/29/16,9/21/21
P-12527,B-3078,footwear,men s footwear,casual shoes,4.2,12/29/16,1/24/21
P-8788,B-3078,footwear,men s footwear,casual shoes,5,12/29/16,2/5/21
P-529,B-3078,footwear,men s footwear,casual shoes,3.3,12/29/16,5/10/21
P-6180,B-3078,footwear,women s footwear,wedges,3.5,12/29/16,5/3/21
P-6571,B-3078,footwear,men s footwear,casual shoes,1.1,12/29/16,7/5/21
P-6020,B-3078,footwear,men s footwear,casual shoes,2.8,12/29/16,5/14/21
P-7028,B-3078,footwear,men s footwear,casual shoes,4.8,12/29/16,12/22/21
P-541,B-3078,footwear,men s footwear,casual shoes,4.5,12/29/16,8/15/21
P-2030,B-3078,footwear,men s footwear,casual shoes,1.7,12/29/16,7/20/21
P-2047,B-3078,footwear,men s footwear,formal shoes,3.7,12/29/16,10/24/21
P-547,B-3078,footwear,women s footwear,wedges,4.6,12/29/17,10/25/21
P-6030,B-3078,footwear,men s footwear,casual shoes,2.8,12/29/17,8/30/21
P-11374,B-3078,footwear,men s footwear,casual shoes,5,12/29/17,5/10/21
P-6680,B-3078,footwear,men s footwear,formal shoes,3.5,12/29/17,8/11/21
P-12530,B-3078,footwear,men s footwear,formal shoes,3.3,12/29/17,11/11/21
P-10513,B-3078,footwear,men s footwear,casual shoes,1,12/29/17,4/28/21
P-4519,B-3078,footwear,men s footwear,casual shoes,5,12/29/17,9/6/21
P-4161,B-3078,footwear,men s footwear,casual shoes,3,12/29/18,9/27/21
P-4044,B-3078,footwear,men s footwear,casual shoes,4.3,12/29/18,4/19/21
P-8862,B-3078,footwear,men s footwear,sports shoes,4.5,12/29/18,1/20/21
P-6563,B-3078,footwear,women s footwear,wedges,4.9,12/29/18,11/27/21
P-6376,B-3078,footwear,men s footwear,formal shoes,3.5,12/29/18,3/15/21
P-1184,B-3078,footwear,women s footwear,wedges,2.2,12/29/18,
P-3870,B-3078,footwear,women s footwear,heels,3.7,12/29/18,1/9/21
P-9838,B-3078,footwear,women s footwear,wedges,2.9,12/29/19,11/13/21
P-3716,B-3078,footwear,men s footwear,formal shoes,1.8,12/29/19,11/17/21
P-2383,B-3078,footwear,men s footwear,casual shoes,2.6,12/29/19,4/20/21
P-1605,B-3078,footwear,men s footwear,casual shoes,1,12/29/19,8/27/21
P-2216,B-3078,footwear,women s footwear,wedges,4.5,12/29/19,3/10/21
P-1271,B-3078,footwear,men s footwear,casual shoes,4.1,12/29/19,5/16/21
P-6025,B-3078,footwear,men s footwear,casual shoes,1.8,12/29/19,11/23/21
P-12459,B-3078,footwear,men s footwear,formal shoes,1.3,12/29/19,3/22/21
P-1179,B-3078,footwear,women s footwear,wedges,3.3,12/29/19,3/31/21
P-2212,B-3078,footwear,women s footwear,heels,3,12/31/12,2/3/21
P-3741,B-3078,footwear,women s footwear,heels,2,12/31/13,10/18/21
P-2215,B-3078,footwear,women s footwear,heels,2,12/31/15,7/29/21
P-3531,B-3078,footwear,women s footwear,heels,2.8,12/31/16,1/22/21
P-3524,B-3078,footwear,women s footwear,heels,4.9,12/31/17,3/14/21
P-3532,B-3078,footwear,women s footwear,heels,4.1,12/31/18,6/22/21
P-3894,B-1004,jewelry,accessories,frabjous german silver rings for women alloy zir,2.1,3/4/20,11/23/21
P-6253,B-2355,furniture,pet furniture,unknown,3.1,12/29/12,1/28/21
P-7913,B-2111,furniture,kids room furniture,kids tables seating,4.5,3/3/14,3/21/21
P-7912,B-2111,furniture,kids room furniture,kids tables seating,3,3/3/15,10/23/21
P-10522,B-2753,furniture,general utility furniture,puja mandir temple,4.6,9/6/17,12/8/21
P-10509,B-2748,furniture,bedroom furniture,mattresses,4,5/4/18,12/15/21
P-8282,B-1936,furniture,pet furniture,unknown,1,12/29/18,
P-2470,B-599,furniture,living room furniture,sofas sectionals,4.8,2/3/19,8/19/21
P-9454,B-2440,furniture,seating furniture,outdoor cafeteria chairs,4.8,8/5/20,4/3/21
P-4474,B-1180,furniture,kitchen dining furniture,dining tables chairs sets,2.2,5/19/18,6/28/21
P-4883,B-1288,furniture,study home office furniture,portable laptop tables,4.3,4/23/14,9/30/21
P-3483,B-905,furniture,living room furniture,sofa beds futons,1.8,3/25/18,6/3/21
P-8289,B-2182,furniture,pet furniture,unknown,3.9,12/29/12,12/12/21
P-8315,B-2355,furniture,pet furniture,unknown,2.8,12/29/12,
P-9718,B-2530,furniture,pet furniture,unknown,4.5,12/29/13,11/18/21
P-5295,B-1154,furniture,pet furniture,unknown,2.4,12/29/14,12/12/21
P-8309,B-2355,furniture,pet furniture,unknown,1.3,12/29/14,9/18/21
P-8273,B-2182,furniture,pet furniture,unknown,1.6,12/29/14,
P-8322,B-2183,furniture,pet furniture,unknown,3.4,12/29/16,5/3/21
P-8288,B-1936,furniture,pet furniture,unknown,1,12/29/17,8/4/21
P-9716,B-2530,furniture,pet furniture,unknown,4.3,12/29/17,9/25/21
P-8277,B-1936,furniture,pet furniture,unknown,1,12/29/18,12/1/21
P-8329,B-2355,furniture,pet furniture,unknown,4.3,12/29/18,8/30/21
P-8310,B-2183,furniture,pet furniture,unknown,3.6,12/29/19,6/22/21
P-4004,B-1030,furniture,living room,sofas sectionals,3.1,12/31/12,12/7/21
P-1340,B-222,furniture,living room,sofas sectionals,2,12/31/12,7/13/21
P-3086,B-793,furniture,living room,sofas sectionals,3.5,12/31/12,8/30/21
P-3081,B-793,furniture,living room,sofas sectionals,5,12/31/15,3/17/21
P-3089,B-793,furniture,living room,sofas sectionals,3.6,12/31/15,10/6/21
P-3096,B-793,furniture,living room,sofas sectionals,4.9,12/31/15,2/2/21
P-3076,B-793,furniture,living room,sofas sectionals,5,12/31/16,3/10/21
P-1339,B-222,furniture,living room,sofas sectionals,1.5,12/31/17,4/23/21
P-7457,B-2000,gaming,gaming accessories,headphones with mic,3.5,10/5/17,5/10/21
P-7466,B-2000,gaming,gaming accessories,headphones with mic,3.6,10/5/18,8/1/21
P-11238,B-2968,gaming,gaming accessories,mousepads,3.8,6/17/20,6/3/21
P-432,B-98,health personal care appliances,personal care appliances,trimmers,2.5,1/1/13,
P-2145,B-485,health personal care appliances,health care,health care devices,3.8,4/18/15,11/8/21
P-6803,B-1811,home decor festive needs,showpieces,marwar showpieces,3.3,1/12/12,3/13/21
P-5029,B-1326,home decor festive needs,showpieces,indigocart showpieces,3,1/12/12,
P-9530,B-2463,home decor festive needs,showpieces,s c handicrafts showpieces,4.3,1/12/12,9/18/21
P-8338,B-2186,home decor festive needs,showpieces,ethnic,1.2,1/12/12,3/20/21
P-1782,B-3078,home decor festive needs,wall decor clocks,clocks,1.1,3/12/12,8/22/21
P-7297,B-1947,home decor festive needs,decorative lighting lamps,series lights,2,1/1/13,3/31/21
P-7834,B-2085,home decor festive needs,showpieces,ona s showpieces,3.8,1/12/13,8/12/21
P-3437,B-889,home decor festive needs,showpieces,exotic india showpieces,4.6,3/1/13,7/3/21
P-3439,B-889,home decor festive needs,showpieces,exotic india showpieces,4.9,4/1/13,2/3/21
P-3745,B-3078,home decor festive needs,wall decor clocks,clocks,1.7,7/1/13,3/7/21
P-205,B-57,home decor festive needs,showpieces,abhushan showpieces,3.7,1/1/14,10/14/21
P-4965,B-1312,home decor festive needs,decorative lighting lamps,series lights,4.8,1/1/14,5/18/21
P-3422,B-884,home decor festive needs,table decor handicrafts,showpieces,3.2,1/1/14,3/6/21
P-9950,B-2605,home decor festive needs,showpieces,shoppingtara showpieces,1.8,1/12/14,7/22/21
P-10986,B-2918,home decor festive needs,showpieces,the crystal jewel showpieces,3.4,1/12/14,6/21/21
P-8836,B-2283,home decor festive needs,showpieces,purpledip showpieces,4.5,1/12/14,8/28/21
P-4954,B-1309,home decor festive needs,table decor handicrafts,water fountains,1.8,1/12/14,8/21/21
P-10016,B-2630,home decor festive needs,showpieces,ethnic,2.8,1/12/14,12/29/21
P-4470,B-1177,home decor festive needs,table decor handicrafts,showpieces,1.3,4/1/14,9/18/21
P-6826,B-1817,home decor festive needs,table decor handicrafts,decorative platters,1.4,4/1/14,
P-3934,B-1017,home decor festive needs,table decor handicrafts,decorative platters,4.7,4/1/14,3/23/21
P-9740,B-2538,home decor festive needs,table decor handicrafts,showpieces,1.4,4/1/14,10/26/21
P-2805,B-724,home decor festive needs,candles fragrances,home fragrances,1.5,6/15/14,4/25/21
P-3434,B-889,home decor festive needs,showpieces,exotic india showpieces,2.8,1/1/15,6/3/21
P-4378,B-1140,home decor festive needs,garden leisure,garden stakes,2.8,1/1/15,1/22/21
P-6221,B-1638,home decor festive needs,showpieces,ethnic,1.6,1/12/15,8/28/21
P-9557,B-2475,home decor festive needs,festive decor,holi essentials,3.7,11/3/15,4/1/21
P-2794,B-720,home decor festive needs,wall decor clocks,wall decals stickers,2.2,12/29/15,5/3/21
P-11264,B-2982,home decor festive needs,table decor handicrafts,table decor,3.8,1/1/16,
P-1373,B-239,home decor festive needs,candles fragrances,home fragrances,4.4,3/3/16,3/27/21
P-4324,B-1120,home decor festive needs,decorative lighting lamps,wall lamps,3.3,7/3/16,10/2/21
P-405,B-93,home decor festive needs,table decor handicrafts,showpieces,3.9,1/1/17,11/29/21
P-9060,B-2322,home decor festive needs,showpieces,ethnic,4.9,1/12/17,3/18/21
P-9524,B-2463,home decor festive needs,showpieces,s c handicrafts showpieces,3.7,1/12/17,3/31/21
P-6223,B-1638,home decor festive needs,showpieces,ethnic,3.2,1/12/17,3/3/21
P-9486,B-2451,home decor festive needs,showpieces,ethnic,1.2,1/12/17,8/1/21
P-8116,B-2144,home decor festive needs,showpieces,paras showpieces,3.7,4/1/17,10/22/21
P-6333,B-1651,home decor festive needs,table decor handicrafts,showpieces,3.6,4/1/17,6/18/21
P-7358,B-1973,home decor festive needs,table decor handicrafts,decorative platters,4.9,4/1/17,8/7/21
P-4491,B-1188,home decor festive needs,wall decor clocks,wall decals stickers,3.6,7/3/17,1/9/21
P-3239,B-844,home decor festive needs,wall decor clocks,wall photo frames,3.2,12/5/17,4/24/21
P-12375,B-3295,home decor festive needs,showpieces,you2deal showpieces,1.3,12/12/17,1/26/21
P-9951,B-2605,home decor festive needs,showpieces,shoppingtara showpieces,4.6,1/12/18,5/11/21
P-11486,B-3070,home decor festive needs,showpieces,ethnic,4.5,1/12/18,
P-9528,B-2463,home decor festive needs,showpieces,s c handicrafts showpieces,2.7,1/12/18,4/30/21
P-2538,B-629,home decor festive needs,showpieces,ethnic,2.4,1/12/18,2/26/21
P-11484,B-3070,home decor festive needs,showpieces,ethnic,3.2,1/12/18,4/28/21
P-6800,B-1810,home decor festive needs,showpieces,ethnic,1.8,1/12/18,3/13/21
P-9488,B-2451,home decor festive needs,showpieces,ethnic,2.9,1/12/18,11/21/21
P-3995,B-1027,home decor festive needs,table decor handicrafts,showpieces,4.7,4/1/18,5/31/21
P-249,B-72,home decor festive needs,showpieces,adaa showpieces,3.4,4/1/18,1/11/21
P-4214,B-1086,home decor festive needs,festive decor,holi essentials,2.1,11/3/18,10/20/21
P-6802,B-1810,home decor festive needs,showpieces,ethnic,3.5,1/12/19,1/30/21
P-10732,B-2826,home decor festive needs,showpieces,ethnic,1.7,1/12/19,6/24/21
P-9058,B-2322,home decor festive needs,showpieces,ethnic,3.5,1/12/19,12/9/21
P-8883,B-2300,home decor festive needs,showpieces,r s jewels showpieces,5,1/12/19,10/29/21
P-4452,B-3078,home decor festive needs,showpieces,ethnic,3.5,1/12/19,1/23/21
P-9766,B-2546,home decor festive needs,table decor handicrafts,decorative platters,2.5,4/1/19,1/17/21
P-5785,B-1518,home decor festive needs,table decor handicrafts,showpieces,3,4/1/19,7/28/21
P-4042,B-1045,home decor festive needs,wall decor clocks,paintings,2.4,8/3/19,12/26/21
P-10685,B-2806,home decor festive needs,table decor handicrafts,decorative platters,2.8,4/1/20,10/18/21
P-8160,B-2149,home decor festive needs,showpieces,parv collections showpieces,3.8,4/1/20,7/19/21
P-1919,B-408,home decor festive needs,wall decor clocks,wall shelves,1.2,7/6/20,12/25/21
P-1731,B-362,home decor festive needs,showpiece,bharatcraft showpiece,4.1,8/5/20,2/28/21
P-5597,B-1487,home decor festive needs,table decor handicrafts,showpieces,5,9/4/20,12/8/21
P-8398,B-3078,home decor festive needs,table decor handicrafts,showpieces,5,9/4/20,12/28/21
P-9227,B-2375,home decor festive needs,showpieces,fengshui,3.1,3/13/15,
P-5149,B-1366,home decor festive needs,candles fragrances,home fragrances,3,6/15/16,12/30/21
P-4223,B-1089,home decor festive needs,showpiece,gramophones,2.9,6/15/16,2/28/21
P-12028,B-3211,home decor festive needs,wall decor clocks,wall decals stickers,4.2,5/17/14,10/2/21
P-2796,B-720,home decor festive needs,wall decor clocks,wall decals stickers,3.8,6/17/15,3/26/21
P-10012,B-2627,home decor festive needs,wall decor clocks,paintings,1.5,6/17/19,8/27/21
P-360,B-88,home decor festive needs,wall decor clocks,paintings,2.4,3/18/19,12/6/21
P-9932,B-2604,home decor festive needs,decorative lighting lamps,lanterns,3.4,4/18/15,4/9/21
P-6650,B-1748,home decor festive needs,decorative lighting lamps,ceiling lamps,3.9,3/23/19,3/15/21
P-10821,B-2866,home decor festive needs,wall decor clocks,posters,3.4,6/23/14,9/18/21
P-3219,B-835,home decor festive needs,table decor handicrafts,showpiece,2.8,4/24/15,4/6/21
P-9772,B-2547,home decor festive needs,showpiece,contemporary,3.8,4/24/15,2/5/21
P-2701,B-698,home decor festive needs,flowers plants vases,artificial plants,4.3,2/25/17,5/27/21
P-9063,B-2323,home decor festive needs,showpieces,animal figurines,2.9,3/25/15,8/16/21
P-6340,B-1656,home decor festive needs,festive decor,rakhi,2.3,6/25/14,7/14/21
P-6341,B-1656,home decor festive needs,festive decor,rakhi,4,6/25/17,1/5/21
P-11691,B-3138,home decor festive needs,garden leisure,hookah hookah flavors,5,3/26/16,10/13/21
P-2028,B-440,home decor festive needs,religion devotion,brass gift center religion devotion,4,6/26/14,4/26/21
P-1541,B-289,home decor festive needs,wall decor clocks,wall shelves,3,6/26/16,5/7/21
P-11131,B-2949,home decor festive needs,table decor handicrafts,showpieces,2.8,3/28/14,6/20/21
P-2593,B-653,home decor festive needs,table decor handicrafts,showpieces,4.5,3/28/20,12/9/21
P-4721,B-1256,home decor festive needs,wall decor clocks,wall decals stickers,3,12/29/15,3/7/21
P-12030,B-3212,home decor festive needs,wall decor clocks,wall decals stickers,1.8,12/29/15,8/23/21
P-4720,B-1256,home decor festive needs,wall decor clocks,wall decals stickers,2,12/29/17,3/28/21
P-12047,B-3215,home decor festive needs,wall decor clocks,paintings,2.3,12/31/12,5/17/21
P-11839,B-3185,home decor festive needs,wall decor clocks,paintings,4.5,12/31/12,7/8/21
P-5627,B-1499,home decor festive needs,wall decor clocks,paintings,3.7,12/31/12,8/20/21
P-10823,B-2866,home decor festive needs,wall decor clocks,paintings,4.5,12/31/14,12/3/21
P-2798,B-720,home decor festive needs,wall decor clocks,wall decals stickers,1.1,12/31/14,2/3/21
P-4265,B-1109,home decor festive needs,table decor handicrafts,showpieces,3.5,12/31/14,1/14/21
P-11838,B-3185,home decor festive needs,wall decor clocks,paintings,1.5,12/31/14,11/4/21
P-9755,B-2541,home decor festive needs,table decor handicrafts,showpieces,4.7,12/31/16,1/12/21
P-2556,B-639,home decor festive needs,wall decor clocks,wall decals stickers,1,12/31/16,11/27/21
P-11840,B-3185,home decor festive needs,wall decor clocks,paintings,3.7,12/31/16,3/30/21
P-12036,B-3215,home decor festive needs,wall decor clocks,paintings,3.3,12/31/19,
P-5181,B-1376,home entertainment,audio players,home audio,2.4,1/12/13,8/14/21
P-4884,B-1289,home entertainment,home audio,speakers,3.7,3/3/18,12/12/21
P-6102,B-1610,home entertainment,audio players,krown audio players,1.8,1/12/19,4/12/21
P-6621,B-1739,home entertainment,video players accessories,video accessories,4.1,4/24/17,8/20/21
P-1973,B-423,home entertainment,mp3 players ipods accessories,headphones,5,6/26/15,11/21/21
P-9034,B-2314,home furnishing,bed linen,blankets quilts dohars,2.5,12/12/12,10/5/21
P-3168,B-817,home furnishing,cushions pillows covers,cushion covers,2.3,12/12/12,10/3/21
P-9144,B-2344,home furnishing,bed linen,blankets quilts dohars,2.5,12/12/12,8/6/21
P-7328,B-1961,home furnishing,bed linen,blankets quilts dohars,4,1/1/13,3/22/21
P-9089,B-2327,home furnishing,bed linen,blankets quilts dohars,4.5,1/1/13,10/27/21
P-10335,B-2733,home furnishing,bed linen,blankets quilts dohars,3.3,1/1/13,8/30/21
P-11026,B-2925,home furnishing,bed linen,blankets quilts dohars,4,1/1/13,6/27/21
P-9961,B-2608,home furnishing,bed linen,blankets quilts dohars,3.5,1/1/13,9/25/21
P-1319,B-219,home furnishing,curtains accessories,curtains,2.7,3/3/13,2/20/21
P-3774,B-970,home furnishing,floor coverings,firangi floor coverings,3.9,10/5/13,3/9/21
P-9132,B-2344,home furnishing,bed linen,blankets quilts dohars,4.3,12/12/13,3/16/21
P-2838,B-734,home furnishing,kitchen dining linen,table runners,4,1/1/14,12/7/21
